frame,landmark,x,y,z
0,LEFT_ANKLE,0.490569621324539,0.877185761928558,0.325594753026962
0,LEFT_ELBOW,0.470497906208038,0.454031020402908,0.20499661564827
0,LEFT_HEEL,0.474640637636185,0.909979104995728,0.330310732126236
0,LEFT_HIP,0.486369431018829,0.557565927505493,0.149529218673706
0,LEFT_KNEE,0.487701624631882,0.719860672950745,0.191608250141144
0,LEFT_SHOULDER,0.50317257642746,0.333513259887695,0.105783313512802
0,LEFT_WRIST,0.479580014944076,0.546975612640381,0.123705267906189
0,RIGHT_ANKLE,0.316699683666229,0.802446842193604,0.203973844647408
0,RIGHT_ELBOW,0.427980482578278,0.451267063617706,-0.459951430559158
0,RIGHT_HEEL,0.298194587230682,0.800566792488098,0.228378355503082
0,RIGHT_HIP,0.434020459651947,0.551233887672424,-0.149618461728096
0,RIGHT_KNEE,0.419856578111649,0.721100926399231,-0.100190818309784
0,RIGHT_SHOULDER,0.441374272108078,0.324854731559753,-0.410713970661163
0,RIGHT_WRIST,0.447072833776474,0.562373757362366,-0.449852019548416
1,LEFT_ANKLE,0.485740780830383,0.877186596393585,0.303704828023911
1,LEFT_ELBOW,0.476078391075134,0.451958686113357,0.185616284608841
1,LEFT_HEEL,0.46963295340538,0.909024357795715,0.308383405208588
1,LEFT_HIP,0.48623338341713,0.555484414100647,0.149609982967377
1,LEFT_KNEE,0.48694121837616,0.720041930675507,0.167406588792801
1,LEFT_SHOULDER,0.507101535797119,0.333561897277832,0.0920616686344146
1,LEFT_WRIST,0.481434762477875,0.537917733192444,0.08526561409235
1,RIGHT_ANKLE,0.326152980327606,0.800662934780121,0.263142883777618
1,RIGHT_ELBOW,0.428680956363678,0.449923694133758,-0.440143793821335
1,RIGHT_HEEL,0.306871563196182,0.795446515083313,0.296429842710495
1,RIGHT_HIP,0.434824556112289,0.550731003284454,-0.149697780609131
1,RIGHT_KNEE,0.433480829000473,0.722303152084351,-0.102333061397076
1,RIGHT_SHOULDER,0.441595375537872,0.321463853120804,-0.417331427335739
1,RIGHT_WRIST,0.453948199748993,0.562374949455261,-0.421237498521805
2,LEFT_ANKLE,0.472426652908325,0.876721501350403,0.332244783639908
2,LEFT_ELBOW,0.481631845235825,0.448554903268814,0.167275294661522
2,LEFT_HEEL,0.455099791288376,0.905034959316254,0.339503258466721
2,LEFT_HIP,0.486165046691894,0.5536128282547,0.149234384298325
2,LEFT_KNEE,0.482207655906677,0.719154596328735,0.171347290277481
2,LEFT_SHOULDER,0.511467635631561,0.332623600959778,0.0764003992080688
2,LEFT_WRIST,0.484931915998459,0.538768708705902,0.0519003123044967
2,RIGHT_ANKLE,0.337177813053131,0.80376809835434,0.162911862134933
2,RIGHT_ELBOW,0.429792821407318,0.448283970355987,-0.443155139684677
2,RIGHT_HEEL,0.314341992139816,0.803282499313354,0.182024508714676
2,RIGHT_HIP,0.43564361333847,0.549599885940552,-0.149317771196365
2,RIGHT_KNEE,0.450456529855728,0.722330331802368,-0.103611700236797
2,RIGHT_SHOULDER,0.441907793283463,0.320437997579575,-0.428254902362823
2,RIGHT_WRIST,0.45944744348526,0.559953451156616,-0.428428292274475
3,LEFT_ANKLE,0.438985496759415,0.870079636573792,0.394806414842606
3,LEFT_ELBOW,0.486383855342865,0.448285222053528,0.168338268995285
3,LEFT_HEEL,0.432531535625458,0.903710007667542,0.404788970947266
3,LEFT_HIP,0.485867410898209,0.552308440208435,0.158109843730927
3,LEFT_KNEE,0.4767746925354,0.719305157661438,0.199146702885628
3,LEFT_SHOULDER,0.511746466159821,0.332480072975159,0.0828049257397651
3,LEFT_WRIST,0.499757081270218,0.53780609369278,0.0662155300378799
3,RIGHT_ANKLE,0.362009137868881,0.817141473293304,0.104816198348999
3,RIGHT_ELBOW,0.432115346193314,0.447605669498444,-0.48441681265831
3,RIGHT_HEEL,0.329678893089294,0.832400262355804,0.1237478479743
3,RIGHT_HIP,0.436785042285919,0.548108756542206,-0.158312350511551
3,RIGHT_KNEE,0.470794290304184,0.722749471664429,-0.142065539956093
3,RIGHT_SHOULDER,0.442252486944199,0.318065166473389,-0.442073196172714
3,RIGHT_WRIST,0.472605347633362,0.558354914188385,-0.521067678928375
4,LEFT_ANKLE,0.415087461471558,0.844490587711334,0.4299076795578
4,LEFT_ELBOW,0.496645987033844,0.44848170876503,0.17550790309906
4,LEFT_HEEL,0.389606148004532,0.860713958740234,0.44095829129219
4,LEFT_HIP,0.4854376912117,0.549876809120178,0.157881259918213
4,LEFT_KNEE,0.46122607588768,0.707734107971191,0.242561459541321
4,LEFT_SHOULDER,0.513847827911377,0.332141935825348,0.0831768885254859
4,LEFT_WRIST,0.519103288650513,0.539718389511108,0.0633962154388427
4,RIGHT_ANKLE,0.417942523956299,0.8401820063591,0.106935173273087
4,RIGHT_ELBOW,0.434632420539856,0.447108805179596,-0.486388444900513
4,RIGHT_HEEL,0.389394462108612,0.851726949214935,0.123491480946541
4,RIGHT_HIP,0.437754839658737,0.545100569725037,-0.158077985048294
4,RIGHT_KNEE,0.486788362264633,0.719809055328369,-0.136943444609642
4,RIGHT_SHOULDER,0.443604856729507,0.314904183149338,-0.435912370681763
4,RIGHT_WRIST,0.480787485837936,0.557974874973297,-0.517306625843048
5,LEFT_ANKLE,0.425870567560196,0.830556511878967,0.445644289255142
5,LEFT_ELBOW,0.503923714160919,0.446477353572845,0.179847985506058
5,LEFT_HEEL,0.399943232536316,0.855027794837952,0.456414252519607
5,LEFT_HIP,0.481566309928894,0.550214290618896,0.157289311289787
